वाक्यम्,कर्ता,कर्म,क्रिया,कालः
उपाध्यायः विद्यां ददाति,उपाध्यायः,विद्याम्,ददाति,वर्तमान
गुरुः अज्ञानं हरति,गुरुः,अज्ञानम्,हरति,वर्तमान
पण्डितः ग्रन्थं विवृणोति,पण्डितः,ग्रन्थम्,विवृणोति,वर्तमान
विद्वान् शास्त्रं मन्थति,विद्वान्,शास्त्रम्,मन्थति,वर्तमान
ऋषिः मन्त्रं पश्यति,ऋषिः,मन्त्रम्,पश्यति,वर्तमान
मुनिः मौनं भजति,मुनिः,मौनम्,भजति,वर्तमान
योगी समाधिं प्राप्नोति,योगी,समाधिम्,प्राप्नोति,वर्तमान
भक्तः प्रसादं लभते,भक्तः,प्रसादम्,लभते,वर्तमान
आचार्यः सूत्रं व्याचक्षिष्यते,आचार्यः,सूत्रम्,व्याचक्षिष्यते,भविष्यत्
शिक्षकः पाठं शिक्षयिष्यति,शिक्षकः,पाठम्,शिक्षयिष्यति,भविष्यत्
उपाध्यायः विद्यां दास्यति,उपाध्यायः,विद्याम्,दास्यति,भविष्यत्
गुरुः अज्ञानं हरिष्यति,गुरुः,अज्ञानम्,हरिष्यति,भविष्यत्
पण्डितः ग्रन्थं विवरीष्यति,पण्डितः,ग्रन्थम्,विवरीष्यति,भविष्यत्
विद्वान् शास्त्रं मन्थिष्यति,विद्वान्,शास्त्रम्,मन्थिष्यति,भविष्यत्
ऋषिः मन्त्रं द्रक्ष्यति,ऋषिः,मन्त्रम्,द्रक्ष्यति,भविष्यत्
मुनिः मौनं भजिष्यति,मुनिः,मौनम्,भजिष्यति,भविष्यत्
